Project: Harmful Algal Blooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibrated: No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Requested start: 2008-08-15 18:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Requested end: 2016-11-28 17:16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Request time: Mon, 28 Nov 2016 17:16:26 +0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Notes: All times provided in UTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
year,month,day,time,latitude,longitude,depth (m),location,Akashiwo sanguinea (cells/L),Alexandrium spp. (cells/L),Ammonia (uM),Chlorophyll (mg/m3),Chlorophyll 1 (mg/m3),Chlorophyll 2 (mg/m3),DA Volume Filtered (mL),Dinophysis spp. (cells/L),Domoic Acid (ng/mL),Lingulodinium polyedrum (cells/L),Nitrate (uM),Nitrite (uM),Other Diatoms (cells/L),Other Dinoflagellates (cells/L),Phaeophytin (mg/m3),Phaeophytin 1 (mg/m3),Phaeophytin 2 (mg/m3),Phosphate (uM),Prorocentrum spp. (cells/L),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Silicate (uM),Volume Settled for counting (mL),Water Temperature (°C)
2015,2,22,8:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,5.46,1.53,1.28,1.78,200,0,NaN,0,1.33,0.17,1066,2665,0.48,0.44,0.52,0.45,533,0,0,6.23,25,11
2015,3,3,1:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.61,2.2,2.34,2.06,200,0,NaN,0,4.38,0.41,3198,1337,0.64,0.7,0.58,0.65,533,0,0,8.48,25,11
2015,3,10,3:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,7.89,3.18,3.6,2.76,200,0,NaN,0,4.53,0.16,231888,2132,0.74,0.88,0.6,0.53,533,0,0,8.93,25,12.2
2015,3,16,1:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,3.81,2.64,2.5,2.78,200,0,NaN,0,1.37,0.06,299056,1599,0.8,0.8,0.8,0.37,1066,0,1599,3.77,25,13
2015,3,22,7:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,4.65,4.82,4.48,200,0,NaN,0,NaN,NaN,11728,3732,0.78,0.74,0.82,NaN,0,0,0,NaN,25,11.3
2015,3,22,18:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,4.65,4.82,4.48,200,0,NaN,0,NaN,NaN,11728,3732,0.78,0.74,0.82,NaN,0,0,0,NaN,25,11.3
2015,3,29,1:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,5.75,5.84,5.66,200,0,NaN,0,NaN,NaN,12261,12794,1,1,1,NaN,0,0,0,NaN,25,14.7
2015,4,5,19:50:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,2.36,2.32,2.4,200,0,NaN,0,NaN,NaN,244682,1599,0.49,0.44,0.54,NaN,0,0,533,NaN,25,11.7
2015,4,12,1:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.62,23.65,21.2,26.1,200,0,NaN,0,14.67,0.4,1190890,1066,11.35,10.4,12.3,1.22,0,3732,14926,17.78,25,13.2
2015,4,19,19:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.61,2.55,2.46,2.64,200,0,NaN,0,2.9,0.03,516551,2132,0.81,0.82,0.8,0.16,0,16525,15459,0.48,25,13.5
2015,4,28,1:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.47,5.62,4.14,7.1,200,0,NaN,0,3.9,0.2,263873,4265,2.3,1.7,2.9,0.38,0,36249,50109,0.43,25,14.1
2015,5,3,20:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,8.54,2.34,2.18,2.5,200,0,NaN,0,1.74,0.12,335305,1066,0.76,0.82,0.7,0.32,0,20790,0,0.28,25,15.2
2015,5,11,0:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.87,1.16,1.03,1.3,200,0,NaN,0,0.47,0.04,93288,1599,0.13,0.12,0.14,0.1,0,1599,0,2.23,25,15.1
2015,5,17,18:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,10.33,11.15,11.4,10.9,200,0,NaN,0,6.57,0.33,642891,2665,1.9,1.9,1.9,0.79,0,11728,1599,8.84,25,13.5
2015,5,26,15:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,3.38,14.65,13.9,15.4,200,0,NaN,0,1.53,0.11,527746,0,3.1,3.3,2.9,0.36,1599,0,6397,9.02,25,12.6
2015,6,1,21:00:00,35.17,-120.741,0,Cal Poly Pier,0,2655,18.4,9.1,9.3,8.9,200,0,NaN,0,5.7,0.32,390745,2132,3.95,5.5,2.4,1.03,1066,0,0,14.4,25,14.1
2015,6,8,17:00:00,35.17,-120.741,0,Cal Poly Pier,0,3732,10.1,9.1,9.3,8.9,200,533,NaN,1066,1.64,0.16,571458,18658,2,2,2,0.65,0,4265,0,5.62,25,15
2015,6,15,18:00:00,35.17,-120.741,0,Cal Poly Pier,0,7463,19.8,5.45,5.1,5.8,200,4798,NaN,533,4.1,0.33,76238,12794,1.43,1.42,1.44,0.76,0,0,9595,9.97,25,15.6
2015,6,22,15:45:00,35.17,-120.741,0,Cal Poly Pier,0,9595,8.81,6.23,6.26,6.18,200,0,NaN,0,3.34,0.29,57039,1066,2.05,2.04,2.06,0.45,0,0,9595,10.8,25,14
2015,6,26,21:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,21.7,3.92,3.88,3.96,200,0,NaN,0,4.39,0.42,1066,3732,0.57,0.44,0.7,1,0,6397,0,24.3,25,14
2015,7,13,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,4265,8.7,6.84,5.74,0.07,200,0,NaN,0,0.45,0.2,533,4265,0.54,0.5,0.58,0.25,533,46378,0,19.4,25,17.9
2015,7,20,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,11728,3.45,5.28,5.82,4.74,200,5331,NaN,3732,1.4,0.01,0,60771,1.2,1.18,1.22,0.34,4264,0,0,7.35,25,17.8
2015,7,27,16:45:00,35.17,-120.741,0,Cal Poly Pier,0,533,32.9,3.37,3.18,3.56,200,1066,NaN,0,5.19,0.12,0,12794,0.95,0.9,1,0.93,6930,0,0,8.78,25,17.9
2015,8,4,17:15:00,35.17,-120.741,0,Cal Poly Pier,0,1066,2.6,2.99,3.04,2.94,200,1066,NaN,533,2.83,0.18,0,12261,0.9,0.82,0.98,0.33,3732,0,0,9.69,25,17.8
2015,8,11,16:00:00,35.17,-120.741,0,Cal Poly Pier,0,28253,4.84,3.19,3.06,3.32,200,2132,NaN,533,3,0.21,0,15992,1.04,1.14,0.94,0.47,122608,0,0,12.6,25,18.4
2015,8,17,7:00:00,35.17,-120.741,0,Cal Poly Pier,0,5331,1.89,3.77,4.22,3.32,200,533,NaN,533,2.55,0.19,533,7996,1.23,1.2,1.26,0.41,73032,0,0,17.2,25,19.1
2015,8,23,17:45:00,35.17,-120.741,0,Cal Poly Pier,0,32518,6.05,4.75,4.64,4.86,200,1599,NaN,0,2.06,0.42,1599,23455,0.88,0.8,0.96,0.59,15459,0,0,11.1,25,18.4
2015,8,30,16:20:00,35.17,-120.741,0,Cal Poly Pier,0,26121,9.16,6.22,6.38,6.06,200,3198,NaN,0,1.62,0.08,0,12794,2.25,2.36,2.14,0.47,17592,0,0,12.4,25,18.7
2015,9,7,17:10:00,35.17,-120.741,0,Cal Poly Pier,0,3732,3.67,2.22,2.08,2.36,200,533,NaN,0,3.21,0.38,0,3731,1.49,1.48,1.5,0.55,533,0,0,13.9,25,17.6
2015,9,13,18:10:00,35.17,-120.741,0,Cal Poly Pier,0,28253,6.38,7.71,7.74,7.68,200,0,NaN,1599,5.31,0.56,9595,2665,2.3,2.1,2.5,0.98,22389,0,0,22.9,25,20.5
2015,9,21,14:30:00,35.17,-120.741,0,Cal Poly Pier,0,3198,7.37,5.51,5.44,5.58,200,1066,NaN,533,3.59,0.27,18125,6930,1.82,1.86,1.78,0.69,2665,0,0,16.4,25,19.2
2015,9,28,15:00:00,35.17,-120.741,0,Cal Poly Pier,0,1066,5.95,4.52,6.42,2.62,200,0,NaN,0,0.5,0.06,0,1599,1.5,1.9,1.1,0.47,0,0,0,8.93,25,20.2
2015,10,5,15:10:00,35.17,-120.741,0,Cal Poly Pier,0,4265,1.92,4.8,4.54,5.06,200,0,NaN,0,1.5,0.21,31452,5331,1.58,1.7,1.46,0.58,8529,0,0,12.9,25,17.3
2015,10,12,7:00:00,35.17,-120.741,0,Cal Poly Pier,0,3732,NaN,2.46,2.32,2.6,200,533,NaN,533,NaN,NaN,11728,5331,0.82,0.82,0.82,NaN,3732,0,0,NaN,25,18.8
2015,10,12,15:30:00,35.17,-120.741,0,Cal Poly Pier,0,3732,1.25,2.46,2.32,2.6,200,533,NaN,533,3.26,0.13,11728,5331,0.82,0.82,0.82,0.69,3732,0,0,24.8,25,18.8
2015,10,19,15:05:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.22,5.94,5.96,5.92,200,0,NaN,2665,2.99,0.22,12261,9595,1.84,2.1,1.58,0.56,14393,0,0,17.6,25,18.5
2015,10,27,15:50:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.88,3.78,3.92,3.64,200,0,NaN,0,3.69,0.37,23988,5331,1.4,1.42,1.38,0.64,7996,0,0,24.6,25,17.8
2015,11,3,16:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,5.73,2.72,2.62,2.82,200,0,NaN,0,10.14,0.46,41047,2665,1.16,1.14,1.18,1.13,1599,0,0,18.13,25,16.1
2015,11,10,17:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.24,6.96,7,6.92,200,0,NaN,0,6.66,0.66,168985,5331,2.22,2.32,2.12,0.86,3198,8529,0,18.62,25,15.4
2015,11,17,8:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.87,1.19,1.16,1.22,200,0,NaN,0,3.38,0.98,3732,0,1.14,1.16,1.12,0.94,0,0,0,10.78,25,14.5
2015,11,23,16:35:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.7,2.86,2.84,2.88,200,0,NaN,0,2.25,0.36,64502,533,0.82,0.84,0.8,0.55,0,0,0,10.68,25,14.5
2015,11,30,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.33,1.96,1.94,1.98,200,0,NaN,0,2.86,0.17,27720,0,0.88,0.84,0.92,0.65,0,0,0,12.74,25,14.3
2015,12,8,8:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.89,1.58,1.64,1.52,200,0,NaN,0,3.21,0.19,1066,0,0.81,0.86,0.76,0.59,0,0,0,10.98,25,16
2015,12,14,18:25:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.9,1.33,1.52,1.14,200,0,NaN,0,4.7,0.4,5331,0,0.97,1.1,0.85,0.74,533,0,0,13.33,25,15.1
2015,12,22,8:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.69,1.58,1.54,1.62,200,0,NaN,0,3.23,0.32,14393,0,0.67,0.74,0.6,0.78,0,1599,0,7.52,25,14.7
2015,12,28,23:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.92,1.77,1.68,1.86,200,0,NaN,0,13.4,0.2,5331,0,0.69,0.72,0.66,0.44,0,0,0,9.57,25,13.8
2016,1,5,8:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,22.05,4.4,4.52,4.28,200,0,NaN,0,10.72,0.28,177277,0,1.82,1.76,1.88,1.03,0,9062,0,9.24,25,14.8
2016,1,12,8:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.14,0.94,0.93,0.95,200,0,NaN,0,2.93,0.13,9062,1066,1.03,1.06,1.01,0.57,0,0,0,5.32,25,12
2016,1,19,16:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.84,1.43,1.46,1.4,200,0,NaN,0,6.91,0.35,0,5331,1.28,1.2,1.36,0.93,0,0,0,13.92,25,13.8
2016,1,26,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.3,1.33,1.36,1.26,200,0,NaN,0,4.55,0.17,1066,2132,0.82,0.88,0.76,0.74,0,0,0,9.08,25,13.7
2016,2,2,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.85,0.77,0.79,0.76,200,0,NaN,0,11.36,0.34,3198,1599,0.9,0.88,0.92,1.2,0,0,0,17.35,25,12.1
2016,2,9,16:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.14,2.22,2.88,2.36,200,0,NaN,0,26.26,0.44,52775,533,1.2,1.3,1.1,2.2,0,0,0,27.83,25,11.8
2016,2,17,17:55:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.49,1.8,1.88,1.72,200,0,NaN,0,12.2,0.3,12261,0,0.59,0.6,0.58,1.17,0,0,0,14.99,25,12.7
2016,2,23,16:20:00,35.17,-120.741,0,Cal Poly Pier,0,533,1.21,1.83,1.88,1.78,200,0,NaN,0,8.04,0.17,2665,3198,0.72,0.76,0.68,0.78,0,0,0,16.27,25,12.5
2016,3,1,16:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.87,2,2,2,200,0,NaN,0,8.65,0.23,6397,2665,1.62,1.66,1.58,0.97,0,0,0,18.72,25,14.4
2016,3,8,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,2132,1.84,1.35,1.24,1.46,200,0,NaN,0,5.37,0.34,15459,0,3.1,3.04,3.16,0.71,0,0,0,10.58,25,NaN
2016,3,16,16:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.3,1.17,1.16,1.18,200,0,NaN,0,7.14,0.63,7463,0,1.18,1.2,1.16,1.01,0,0,533,15.68,25,14.1
2016,3,20,17:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.75,6.35,6.42,6.28,200,0,NaN,0,16.81,0.49,421131,0,2.22,2.64,1.8,1.38,0,28786,0,20.58,25,10.9
2016,3,22,15:50:00,35.17,-120.741,0,Cal Poly Pier,0,1066,2.32,3.52,3.44,3.6,200,0,NaN,0,20.09,0.41,12108,0,2.36,2.26,2.46,2.02,0,0,0,27.15,25,13
2016,4,5,15:45:00,35.17,-120.741,0,Cal Poly Pier,0,533,0.56,4.83,4.9,4.76,200,0,NaN,0,18.96,0.34,524014,0,2.84,3.1,2.58,1.41,0,0,0,21.95,25,12.9
2016,4,12,16:10:00,35.17,-120.741,0,Cal Poly Pier,0,10662,NaN,2.36,2.44,2.28,200,1599,NaN,0,NaN,NaN,125806,533,1.05,1.06,1.04,NaN,0,0,0,NaN,25,13.6
2016,4,20,15:00:00,35.17,-120.741,0,Cal Poly Pier,0,1599,NaN,2.28,2.48,2.2,200,1066,NaN,0,NaN,NaN,533,2665,1.01,1.02,1,NaN,0,0,0,NaN,25,13.7
2016,4,26,15:50:00,35.17,-120.741,0,Cal Poly Pier,0,3732,NaN,1.91,1.82,2,200,533,NaN,0,NaN,NaN,94888,2132,2.72,2.72,2.72,NaN,0,4798,2665,NaN,25,11.1
2016,5,3,16:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,3.86,3.9,3.82,200,0,NaN,0,NaN,NaN,157791,1066,1.39,1.4,1.38,NaN,0,0,533,NaN,25,11.6
2016,5,10,7:00:00,35.17,-120.741,0,Cal Poly Pier,0,16525,NaN,4.09,4.06,4.12,200,3198,NaN,533,NaN,NaN,211631,6397,1.48,1.32,1.64,NaN,1066,0,11946,NaN,25,14.8
2016,5,17,15:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,3.29,3.32,3.24,200,0,NaN,0,NaN,NaN,80495,1599,1.46,1.42,1.5,NaN,0,0,225491,NaN,25,13.4
2016,5,24,16:00:00,35.17,-120.741,0,Cal Poly Pier,0,533,NaN,12.1,11.9,12.3,200,0,NaN,0,NaN,NaN,642357,3732,2.95,2.9,3,NaN,0,0,420598,NaN,25,12.8
2016,5,31,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,4.39,4.18,4.6,200,0,NaN,0,NaN,NaN,71965,6397,1.72,1.62,1.82,NaN,0,7996,19191,NaN,25,13.4
2016,6,8,16:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,5.85,6,5.6,200,0,NaN,0,NaN,NaN,6397,3198,1.04,1.14,0.94,NaN,533,0,38915,NaN,25,15.1
2016,6,15,16:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,6.11,5.98,6.24,200,533,NaN,0,NaN,NaN,5331,5331,2.06,2.14,1.98,NaN,0,18125,164721,NaN,25,14.1
2016,6,21,16:25:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,12.65,12,13.3,200,533,NaN,0,NaN,NaN,372621,2665,1.45,0.9,2,NaN,0,7996,169172,NaN,25,15.7
2016,6,28,16:25:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,10.05,9.3,10.8,200,0,NaN,0,NaN,NaN,95954,3198,1.95,1.9,2,NaN,0,23988,46911,NaN,25,15.1
2016,7,5,17:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,2.84,2.98,2.7,200,0,NaN,0,NaN,NaN,28253,3732,0.67,0.7,0.64,NaN,0,18125,0,NaN,25,15.4
2016,7,12,17:30:00,35.17,-120.741,0,Cal Poly Pier,0,533,NaN,7.18,6.98,7.38,200,0,NaN,0,NaN,NaN,139133,4798,0.95,1.28,0.62,NaN,0,0,0,NaN,25,16.8
2016,7,20,17:40:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,1.84,1.88,1.8,200,0,NaN,0,NaN,NaN,7996,3198,0.55,0.52,0.58,NaN,1066,0,0,NaN,25,15
2016,7,24,18:40:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,4.97,4.96,4.98,200,0,NaN,0,NaN,NaN,68234,1599,0.85,0.82,0.88,NaN,0,0,0,NaN,25,16.6
2016,7,31,20:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,2.96,3.24,2.68,200,1599,NaN,0,NaN,NaN,219628,6930,0.65,0.64,0.66,NaN,533,0,0,NaN,25,15
2016,8,7,20:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,2.4,2.2,2.6,200,2132,NaN,0,NaN,NaN,0,21323,0.59,0.6,0.58,NaN,4265,0,0,NaN,25,15.5
2016,8,14,20:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,5.73,5.58,5.88,200,0,NaN,0,NaN,NaN,157791,4798,1.11,1.06,1.16,NaN,533,41580,0,NaN,25,15
2016,8,22,17:45:00,35.17,-120.741,0,Cal Poly Pier,0,2132,NaN,6.41,5.86,6.96,200,5331,NaN,0,NaN,NaN,18125,11728,1.58,1.44,1.72,NaN,2665,0,0,NaN,25,14.8
2016,8,23,5:45:00,35.17,-120.741,0,Cal Poly Pier,0,2132,NaN,6.41,5.86,6.96,200,5331,NaN,0,NaN,NaN,18125,11728,1.58,1.44,1.72,NaN,2665,0,0,NaN,25,14.8
2016,9,5,18:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,3.79,3.84,3.74,200,2132,NaN,0,NaN,NaN,58638,2132,0.85,0.9,0.8,NaN,14393,0,0,NaN,25,15
2016,9,11,19:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,10.4,10.7,10.1,200,1599,NaN,533,NaN,NaN,0,14926,1.55,1.5,1.6,NaN,137534,0,0,NaN,25,15
2016,9,21,18:20:00,35.17,-120.741,0,Cal Poly Pier,0,7463,NaN,7.16,7.5,6.82,200,5864,NaN,0,NaN,NaN,0,28253,1.26,1.06,1.46,NaN,144997,0,0,NaN,25,16
2016,9,27,4:45:00,35.17,-120.741,0,Cal Poly Pier,0,10662,NaN,4.17,4.14,4.2,200,533,NaN,0,NaN,NaN,10128,14926,0.74,0.7,0.78,NaN,27720,0,0,NaN,25,14.5
2016,10,3,17:15:00,35.17,-120.741,0,Cal Poly Pier,0,51708,NaN,17.5,14.7,20.3,200,6397,NaN,0,NaN,NaN,6397,150861,2.55,1.9,3.2,NaN,115145,3198,0,NaN,25,14
2016,10,10,17:25:00,35.17,-120.741,0,Cal Poly Pier,0,10128,NaN,19.8,23.1,16.5,200,1066,NaN,0,NaN,NaN,0,54374,5.5,2.8,8.2,NaN,20790,0,0,NaN,25,15.3
2016,10,17,17:30:00,35.17,-120.741,0,Cal Poly Pier,0,16525,NaN,43.8,38.6,49,100,4265,NaN,0,NaN,NaN,0,835331,5.1,3.8,6.4,NaN,10662,0,0,NaN,25,16.8
2016,10,25,17:45:00,35.17,-120.741,0,Cal Poly Pier,0,20257,NaN,12.55,14.4,10.7,200,2665,NaN,0,NaN,NaN,533,200970,1.7,2.2,1.2,NaN,7463,0,0,NaN,25,15.9
2016,10,31,18:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,49.4,39.6,59.2,100,8530,NaN,0,NaN,NaN,0,2166670,6.6,4,9.2,NaN,38386,0,0,NaN,25,16.4
2016,11,7,17:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,23.3,23,23.6,100,4265,NaN,0,NaN,NaN,0,894503,2.7,2.6,2.8,NaN,5864,0,1599,NaN,25,15.9
2016,11,14,18:10:00,35.17,-120.741,0,Cal Poly Pier,0,12795,NaN,0,28.6,25.8,100,0,NaN,0,NaN,NaN,0,1603680,2.3,3,27.2,NaN,25591,0,0,NaN,25,14.7
